SKU,Description,Sellable On Hand Units,Open PO qty,1 Month Sales,3 Month Sales,6 Month Sales,Back Order,Lead Time/Alarm,MOQ,Fob SH,Packaging Type,"L ""cm""","W ""cm""","H ""cm""","G.W.""kg""","N.W. ""kg""",Carton Qty,"Pallet Size ""cm""",Pallet Ctns,Pallet Qty,"Pallet Weight ""kg""",Shipping Date,Shipping PO Number,Shipping Quantity,In Cost/Unit,Shipping Amount,Received,Shipping Date Received,Vendor,Sales PO Number,Sales Quantity,Sales Date,Sales Amount
92107,Vertcoin,8124,3977,7749,6350,9323,4096,6751,2447,7.23,economy,8767,8191,9511,9209,7870,6047,something,3463,6124,7736,certain,3699,1865,2964,568942151364.943,True,full,successful,8560,9292,area,-272634502.9615
34442,Nxt,9028,2828,1452,7843,5165,6556,5964,1534,39589505.762957,cut,3500,7435,3928,5927,4760,3619,mean,4842,2275,5350,officer,7802,1833,3348,81.57099,True,new,major,7989,2992,happen,-57931515.9045
47462,Cardano,4062,3938,1613,6281,8186,8003,4493,1567,-84422.0,especially,9859,2335,6866,6410,3968,959,green,9795,9487,341,into,3620,2774,5232,-933143973208.5,False,town,smile,2791,7114,about,45069534077.9
73216,Zclassic,5070,1133,3445,569,2753,3432,5830,5000,-55810917041.7,western,9386,2628,7171,2795,4578,1171,speak,3818,5121,7174,buy,7646,961,9833,87150206691601.5,False,wait,million,7911,4555,decision,7.819
75363,Coinye,8966,5997,2802,7092,6208,4524,927,2564,-401961375.0,away,9230,2356,5563,696,9957,3356,growth,1608,3745,8595,certainly,4237,5727,3218,0.69837267978,False,marriage,traditional,9398,5592,us,851479490.0
98075,Litecoin,6939,2039,714,1206,9036,2600,8401,8870,-35835626.221478,first,3093,8127,1395,2048,4813,198,word,4184,4338,4842,lawyer,6826,8156,4662,125140613802447.0,False,reach,more,6599,1267,home,-93.257
48755,Vertcoin,5010,5574,3191,160,3259,4423,6158,7321,-36078022.598,add,9706,5513,3307,9127,1874,1057,end,8240,27,5760,teach,3958,5292,1642,8.9041183,True,rich,happen,2631,9754,develop,-8002283215576.0
73691,Omni,954,8413,8556,7779,28,1660,4293,352,-548159565.0,affect,6318,4795,5653,1904,9445,772,less,5619,9234,1493,Mr,1117,4519,8202,-44.374890901,True,need,type,7996,5640,skill,5505.20372099
72483,Decred,897,6648,9758,1131,4874,4953,2333,7575,23.0,thing,2859,2071,2951,8426,7547,98,pattern,1148,2867,5119,purpose,718,3327,4583,-490875.190699246,False,reality,material,2329,7351,size,-1356510.1
42580,PotCoin,5903,9432,5054,1147,272,5159,7314,9650,2180044.0,hour,2785,7790,8246,8934,5125,4229,wish,3411,8543,8829,whatever,7632,125,3486,744346.467,False,kid,real,2981,730,entire,77.6
04736,Emercoin,1293,6224,2157,8283,94,842,8332,5777,-2563946.47395,stay,4715,6607,1081,2386,6221,5333,she,3841,8523,532,think,8742,6926,3660,8867434.49,False,father,could,6251,7639,either,-7214.54372766899
24540,Waves Platform,7614,9382,9164,629,4275,2600,7915,6015,-5337687777.2453,share,9040,8656,6916,4490,5103,6369,although,6607,1778,5540,deal,2458,8284,1725,-9.26630340213704,False,stock,media,4598,2871,much,590552647.31054
82045,Coinye,9784,6756,2501,1497,6680,1732,3056,8187,9956.33407914602,among,803,1747,3158,8006,8725,8178,leave,3965,2961,6041,about,4192,4487,7478,-7.456752553718,True,themselves,try,5093,4805,serious,-7.46745888069
66550,Tether,6498,9068,1249,3309,3409,2854,6581,7773,143446251372561.0,anything,2667,3642,3798,6395,6617,6121,voice,4459,3758,8181,audience,8450,9774,4359,94231105096838.3,True,check,time,7056,3619,policy,0.39
54052,Coinye,7005,584,9299,7599,6028,5472,9616,1744,-4738614.0,before,6168,6037,8589,1333,651,9939,card,2644,6736,4291,case,2337,505,8290,1945442829.6,False,step,foreign,7408,3831,second,9.22275492646
78957,Dash,7376,5851,7360,8006,9009,6006,5316,8940,3.46001325,region,45,251,9850,6679,494,6967,customer,8439,3944,762,true,5793,3390,5292,2100492493522.35,False,positive,particular,3728,6897,like,97.47719821
80861,BlackCoin,3285,4945,6531,9062,6335,2745,468,7314,4483572359.0,two,2567,7247,5691,9137,1982,1463,most,9383,7667,3647,significant,7671,1303,2491,-3293734239.7,True,day,lay,1629,2549,area,8.92727
27557,Dash,7815,7236,7361,8184,8363,122,6753,8649,806223990118215.0,although,1767,8942,4183,4380,6735,8723,improve,6038,9964,921,memory,9243,1532,6983,21424226752882.0,True,central,rule,9829,7685,wear,-347.277015887869
07730,Waves Platform,9174,4282,8883,5623,244,3192,1585,1032,30854230.2893085,have,1198,6276,437,3431,2884,3555,deep,306,676,5791,provide,4577,4393,230,4.5,False,amount,bad,8635,7247,TV,-96.30681520204
67782,Gridcoin,2250,9864,6677,7936,20,1804,9555,8199,-45.86488774,pay,6603,4241,4089,4950,6599,4952,far,1328,8798,4561,send,915,8477,9908,-360643950347.169,False,century,remain,6238,385,little,39895950368.3297
19222,Nxt,476,8663,631,4891,4484,3469,9374,833,-62242047420.7,wish,9873,1299,7101,4245,743,7325,successful,2624,7196,5577,front,8587,3961,6888,-125779875712.84,True,grow,society,6397,8190,page,103901.862945
72401,Ethereum Classic,9414,4908,5548,6154,3904,493,2683,189,29.35689254691,whether,7086,5331,5770,1503,846,1321,wife,2690,4864,4810,way,5467,684,844,-85909.650510647,True,maintain,everyone,3033,4612,moment,1606519764.7
95218,Ripple,9782,6597,8784,1768,1602,7127,7765,9229,-295870330108.0,today,3086,5009,6840,4728,5071,7357,wear,9045,9484,977,operation,1932,8491,7248,62339735927.0,True,development,officer,4658,4052,continue,98345650508.1141
34533,Bytecoin,9350,7496,6802,1816,1840,6562,8177,6039,-765191072201.2,official,8480,3993,8903,6717,8573,6028,suffer,9307,8824,5412,young,1655,4501,3324,778.32240763,False,learn,human,772,9715,set,-767173823.231003
76818,Gridcoin,8830,6508,2310,8945,5463,7461,969,6034,25221307159.0,parent,6300,6011,9041,1569,5770,2934,edge,9869,9046,1663,plant,8988,2278,8986,-27267296.1643904,False,mean,leave,9619,4520,practice,920214236253.491
44226,Dash,9907,3828,2741,5555,5485,4267,5395,4386,5240388842732.0,relate,9534,2139,9138,565,2842,6495,experience,1494,1471,499,south,8909,8744,5928,-3004829.88,True,change,attention,2122,3244,much,-896561762821.7
90454,Tether,8464,6534,2058,2314,2758,185,8015,7160,61696976932713.0,professional,7164,2993,4559,2386,8264,4788,lose,3477,4430,434,production,4524,8469,223,-4711041448.96,False,sort,decide,4200,4695,black,-507.0
85765,PotCoin,7858,7444,4568,1983,5785,5845,1869,6998,-43228968124.0,four,9965,7178,5477,6652,8416,8071,take,4580,9844,5641,likely,2089,8415,3128,279659236466439.0,True,suffer,action,9669,8570,one,-498.460951592
82926,Litecoin,1357,9230,2537,4304,1570,7282,1025,6129,-640612.0,hundred,3672,140,3380,3506,7373,310,successful,289,5188,345,tell,4169,6411,1116,-6643255.13,False,hot,cold,6438,4806,decade,-23.8068694993406
82157,Peercoin,2162,3463,3251,8145,6963,6257,4394,639,-6790.4904091,three,4694,6380,604,7189,6851,6504,determine,6266,4684,7113,art,8161,2671,4729,-611852214.77,False,place,environment,7732,939,why,21960446905632.0
48843,Bitcoin,5815,3504,2764,2790,4878,6409,225,6312,156.863324887,store,2322,1757,7871,4875,3833,6849,sea,9908,937,6943,everything,9332,2162,5486,-18807901.4,False,truth,even,9477,502,either,31443077791038.8
45090,Waves Platform,1829,6723,7619,5944,3775,3978,4214,1915,227.915960297,explain,7253,4764,7049,3379,9924,7236,catch,7647,2028,2232,try,6318,7119,3736,811920379.6968,True,kind,crime,7746,9870,drive,28819977.97056
29202,Gridcoin,5458,3716,2691,8839,9216,2554,632,8920,26570417833.976,allow,3854,9842,9653,6660,4816,7470,analysis,4125,8814,4323,anyone,5641,6336,757,135205093049223.0,True,yourself,Republican,8684,8479,data,-42353.54
59347,Sirin Labs,2943,495,5543,9091,3607,8138,5560,4635,235013964.0,trouble,7453,7868,661,6722,2541,2165,before,2752,8454,2455,provide,3783,233,1009,60607519505395.0,True,offer,head,5495,5177,design,-6029109.56153
44244,XEM,2885,1012,8542,1322,5838,6731,934,5885,2293767928.8717,different,3658,2201,5855,8875,2842,5613,table,5537,353,1300,certainly,7914,4970,816,-6521251200559.0,True,election,talk,8333,2859,ever,171429217998.0
86483,Ripple,8626,4423,9515,7887,6923,7847,9353,5745,618841368072960.0,avoid,8134,2046,6183,6195,9151,8022,music,4807,6898,3167,actually,4637,4314,5875,-911.87323128,True,garden,keep,8205,7816,own,87984111333631.5
21920,PotCoin,4220,5395,8086,6632,4249,3526,5130,9609,101330.0,direction,9311,4116,4841,8000,9312,4645,certain,6094,8911,6712,task,3764,7726,8062,1953.513,False,hit,smile,4855,7358,subject,-7350.898214422
97284,Zclassic,5560,1403,2783,5552,2910,4452,2640,7104,3876561473704.6,allow,2864,9857,9499,5214,1674,7860,choose,8800,197,4847,parent,1754,3118,9753,53271280.20869,False,foreign,your,7013,5867,picture,-79716401538174.7
31843,Dash,7009,410,6540,2464,1992,3927,786,3970,7935108.0,state,4963,2652,2416,2044,5539,3434,traditional,3837,1956,1024,century,7952,8739,8935,79415576.7,True,activity,manage,1880,7697,discuss,8169.300673
80853,Burstcoin,4169,7394,6405,9396,2859,2600,4935,8575,220837.6279637,sometimes,9739,7408,1176,7517,4039,1076,political,5284,7306,6289,attention,3573,135,3754,-20940053652.4,True,dream,difference,5375,3297,court,358358860.7952
59238,Bitcoin Cash,7909,8534,984,6185,570,7451,8284,8999,29972973.4,production,7374,6704,155,6099,8717,306,language,8799,7526,3434,recently,9263,1890,5504,64.97857952142,True,not,safe,8872,7230,method,-280932745508.0
64346,Ethereum,1515,8272,4305,6288,8978,2951,2347,9552,-8078.5,according,8497,601,3377,4725,1842,815,main,860,895,9334,respond,3942,9372,9373,98983108.1094,True,despite,road,4748,4611,news,-138229584.4859
96116,Omni,2978,1405,5166,7943,1041,9896,7862,1510,718.97118789088,suffer,4450,8145,1242,7481,4022,3837,lead,8792,6373,7300,card,5670,2932,312,58458289255.0,True,better,read,211,3793,production,-447334.17337
04529,XEM,4187,9372,488,1813,1250,5876,9574,8752,-1364354080084.35,hand,2859,3781,8094,7535,2895,6222,inside,1851,1563,800,society,3227,1973,6313,8641995.4,True,walk,dog,369,5851,must,-66844958017755.0
96346,Namecoin,6003,7415,9323,7861,8478,3421,2512,5320,-5741208487.1,along,9841,4935,3516,1296,8401,4472,second,5024,176,7366,again,4212,7104,3115,-96384662812.286,True,city,before,9524,4758,human,58011.0
82615,XEM,9365,7089,2883,1407,2221,8228,8714,7060,-1762627.857213,way,6863,6101,6254,1638,3755,2956,some,1247,9554,3480,crime,3578,4024,9430,-5618973526041.0,False,PM,might,7926,1996,art,-5300.93
41159,IOTA,8936,3862,191,4052,9923,719,885,2808,-5112391618054.67,great,4068,2198,6611,5423,8831,1464,us,1106,9009,9560,similar,4865,1931,8991,42.45094,True,west,wife,2010,6580,purpose,2340516712.4
42199,Emercoin,8325,2422,4936,1974,4698,998,7791,8569,-916.57722658425,simple,179,5858,3283,333,5330,3418,deep,9676,8028,467,whom,4174,94,9602,3801284396.6,True,claim,door,2261,2819,clearly,-84286294299.6402
01242,Peercoin,4042,4514,6683,4176,9331,4607,5990,1431,5.639169162412,responsibility,6842,1904,3910,5248,892,3053,capital,2298,6910,2744,organization,7908,8381,2459,-8.9,True,blood,analysis,1008,9618,PM,-4.50128009
25943,Feathercoin,9294,1241,2665,8506,8541,9585,295,6532,8840828812.0,method,1409,8855,7304,4307,159,7841,section,7481,5472,5496,hear,6936,6387,5111,9796662768.4,True,fire,share,3794,3032,several,2.66783696911
18049,BlackCoin,9931,689,247,7845,5571,7432,7512,7248,17260046020.0,pretty,9171,2091,4474,4935,3392,8224,wall,875,3445,5982,very,2726,4971,4638,-70618.4450784,True,realize,anyone,4510,5295,better,3734.3506287302
55491,SwiftCoin,283,1535,6631,8097,6085,8037,685,3997,9938606202.5713,stock,2088,9678,8568,3611,7681,3001,agent,1973,9940,6541,ball,9335,9531,8314,-518359692249390.0,False,reason,soon,5240,5793,follow,8089049561221.9
81987,Peercoin,3294,4282,8857,304,9239,3761,3454,3316,-47516895548.4985,dark,7581,151,2043,6222,3542,969,owner,4406,2553,8701,hear,9257,8768,8108,8555049406876.7,False,production,economy,1678,3741,ground,-3.3627251115265
24993,EOS.IO,727,9428,7743,1634,4375,8644,6479,8321,-574829253394.998,dinner,6976,6576,655,4247,8941,9287,bar,8997,3041,5269,away,3548,1201,446,-82647847.3,False,ever,yard,1085,6157,decision,463019471426.1
68589,EOS.IO,7960,9940,7799,2955,1889,6051,1447,6078,65.0,different,9974,2097,3352,4119,8264,4187,group,8170,6072,5006,memory,9379,9014,8510,2254193.5,True,floor,evidence,2109,2528,people,-4478.2233
01339,Nxt,7525,9220,424,5142,605,3263,5353,2326,409.9500793723,foreign,9526,4447,8560,7971,3820,399,operation,4502,7045,2925,ball,7340,3304,9795,237411312031.0,False,raise,question,1924,2146,somebody,-36663873.6
80368,XEM,414,2027,601,3683,1757,3214,51,485,612.933424,pick,2204,2157,9956,1539,7399,1235,site,2930,6520,5047,say,4763,4751,3564,629.7469115352,True,game,interesting,2837,8766,skill,-991163025987982.0
76783,Sirin Labs,7472,1211,2966,8105,9217,3724,9282,9593,3.2130017962,point,8046,4736,1583,8644,2960,5683,beautiful,1332,2484,1507,Congress,3747,2750,710,-6587.2,False,might,camera,8417,1781,daughter,692533965992289.0
30482,XEM,5955,585,3417,4200,542,5837,1767,8843,67347500572.3,resource,853,2182,2684,3618,6537,8565,stage,4101,1357,6886,see,115,6117,5789,99109.0,True,condition,relate,9329,6345,scene,57240.69691389
47078,Nxt,2828,5809,3079,6697,3543,5088,5336,4750,-64966627593.8,price,3916,392,2624,1809,9638,7612,how,8687,1101,6635,magazine,5148,5894,7186,151229700452.5,True,test,word,5386,3418,adult,-4592239102422.89
98189,Ethereum,2883,7810,2189,3728,7767,1697,968,9492,-285090.20056,debate,1196,6555,4496,7068,3710,6117,boy,9902,3380,4762,arrive,5643,6828,1327,8.70736206225205,False,meet,five,8957,3440,cost,0.816534
33989,PotCoin,6702,7332,3355,5819,8234,437,8554,5983,-379283.9891,game,6072,8743,6415,1790,3587,306,traditional,5381,9970,6380,camera,2660,3167,8537,349512726.1696,True,degree,represent,8555,5010,on,33999577.0
70175,Lisk,1066,4930,747,7181,1926,2607,2651,2639,-9227019.22420854,seek,3234,9243,8437,3757,9930,6636,similar,8725,3942,5625,cup,7033,3153,5139,6305980.778,False,yourself,hospital,6472,2020,here,-5.61
86544,AMP,8916,1083,4779,9076,1644,6730,6708,7383,8797517078.3729,pay,911,1077,67,4948,4816,8833,establish,2731,2388,3604,stage,9296,2735,6138,76002683538.0,False,full,lawyer,1518,7285,north,9905755.56
11959,Namecoin,1765,4079,2772,7668,9688,2208,7312,1073,31.931533090673,speak,312,4438,9641,8691,6638,4839,citizen,8556,8550,4391,together,3580,3922,1657,-5242844594235.4,True,strategy,whatever,8927,1089,all,-40.541
40879,Bitcoin,5054,4428,3794,1626,8411,1774,6197,7103,9953000634950.5,improve,4623,7883,4356,244,8649,9027,any,8692,198,9623,unit,1325,2917,7074,-2308183840.20148,True,race,court,3248,7887,picture,676.543
36413,Dogecoin,5794,3353,1942,4990,263,4053,7007,7801,7376.3752538113,mother,6045,7241,5667,7908,9887,3948,check,9507,3126,1324,also,4129,1294,9466,-292535304250.0,True,simple,president,7848,2092,out,-326013562783096.0
12769,Waves Platform,4832,6356,7825,6318,8325,3345,8594,5,8708131085.2326,investment,5433,4208,9644,3357,8181,9069,energy,8091,3236,5772,kid,7357,2660,9236,-8.0,True,five,small,1596,6005,both,7542169925.9366
07410,Dash,4116,6380,3764,2082,3460,5651,9703,4715,-51057.6,describe,3218,9150,4704,1642,6996,5424,share,3762,685,9872,guess,6480,4840,5669,28329648866.672,False,your,most,1763,1607,trial,-47817548697202.0
48911,Zcash,5670,2754,7122,9496,6942,5433,2438,5642,-165525.67,market,6811,2826,4558,513,9999,1316,beat,7282,1121,2434,that,8230,1347,7074,-22478.232946,True,step,student,604,7507,court,-2507583.9275317
57762,Tether,3448,2885,197,9164,6059,8115,8368,2270,-12.7124066533,already,3621,2686,5257,2976,9068,3678,either,317,5351,7184,southern,5506,7848,5368,-7708786.1,True,program,catch,4800,9323,none,6935.82
99094,Decred,2779,5489,9187,5246,3289,1521,1254,8729,-12029736.769787,character,4472,3721,287,7017,3421,3231,might,6651,5350,410,movement,3176,7346,1823,26822237.48345,True,Congress,address,5477,5019,get,-6782.0
99006,Zclassic,1284,9336,7012,1304,5328,5202,1886,4615,38346.8704,into,5436,3200,6783,7031,300,6150,budget,7848,1335,3973,sound,1458,6167,3023,-59405279017083.0,False,hit,deep,8711,4007,newspaper,-22012.636
46078,Auroracoin,7917,8847,6812,8498,5140,285,2508,7013,24541103852.2983,employee,2427,3282,4442,587,5296,4043,fast,3762,5679,2659,song,3730,5105,5525,-5289858879288.58,True,look,during,805,9617,trouble,811005953956951.0
01440,Omni,2925,923,8888,5121,983,8070,8338,5780,5769372957.33,control,4351,1261,3097,4767,8742,6809,security,3444,6878,4045,a,8860,5603,9361,-87161732.5102,True,color,wind,9907,9032,open,-54515561916.1
83380,Gridcoin,4419,3805,8573,7327,1295,3441,7759,4829,89.7528259266919,its,7773,8489,7890,4076,6085,5359,none,5612,8596,6658,worker,3741,9485,8830,-45453613.4,False,defense,if,3057,9239,we,-771170.847
13305,Coinye,3620,5908,9130,7773,2121,6259,6238,3868,-89221202395556.0,situation,4687,3637,2877,3973,4291,1803,week,3816,1035,1827,behavior,8878,5849,7,-911480849609936.0,True,likely,drop,8741,2733,trip,-7913105339.9836
28582,Ethereum Classic,1275,2887,4821,2513,8401,5623,9873,4707,-750478398.433,majority,8555,4810,8497,1732,3912,8565,over,4086,9452,5183,book,5958,4944,3225,78423344.74896,True,investment,million,8513,4251,pick,19786.60962
07279,Dogecoin,4049,2291,5580,7479,1708,4471,4253,160,-1393679989807.0,certain,2950,710,720,4437,1287,6320,commercial,6831,8370,2350,act,6329,6061,973,-71849974.9,True,concern,deep,324,313,standard,-71297515909761.0
75408,Decred,7209,189,1282,2331,9064,4082,3189,8800,-490503.78669,gas,6208,1632,4440,2729,4797,9632,collection,8146,3662,8110,else,9537,8906,3691,80674144453972.5,False,huge,matter,3446,2582,perhaps,-2075732.146568
61673,Sirin Labs,480,5960,8123,5624,8542,8454,1635,6880,-64837692960.0,subject,7972,6145,4181,8642,8166,4531,shoulder,6706,2046,314,like,6103,2118,149,-5780.442112,False,hour,enough,3839,4598,politics,-927497809.0
12446,Nxt,5018,1552,1691,1138,734,1307,3855,5276,-853602377353223.0,between,687,8240,1769,5814,4621,2589,red,2744,386,6931,floor,4289,4113,8913,-4962752883.2067,False,right,big,1580,1359,something,-842.66332244
86820,Monero,9756,3964,9460,351,119,8847,8633,9349,25.43398,couple,3276,4175,1953,7651,8055,6087,key,1701,6516,1171,theory,7549,4128,473,8262790.37361,True,perform,leader,2294,9580,of,-657095146205.0
92080,Sirin Labs,7181,8669,2373,6493,1125,7264,8066,3631,-7405.48,sign,1547,4613,6043,5409,303,1073,modern,1431,426,8683,may,4201,6182,6129,-1194530601.1247,False,summer,answer,8674,5429,model,-5788168.0
68000,Emercoin,7770,6474,1560,6557,3341,4231,900,9090,-212570386.75214,begin,3672,6457,1133,3788,3157,7113,maybe,8629,5678,8428,their,508,8278,1234,-958598890157982.0,True,law,because,5223,2186,system,-124647177834239.0
47745,SwiftCoin,5363,8027,3748,4298,8819,7748,4749,5688,40414381.8,crime,509,7476,6137,1482,5357,5438,investment,9364,30,6230,enjoy,9966,1820,3878,17622261553263.2,False,threat,set,921,7044,economic,-4517.1171
60867,Omni,6140,8367,7990,2627,2119,7462,9440,5898,-533653605.34162,certainly,6324,7890,3434,9318,4285,4734,conference,9819,9544,6147,interesting,2608,4882,1261,-62639714.14344,True,town,between,4808,3467,evening,63913974.0
49979,Peercoin,2876,1732,876,9600,7438,3080,6129,9749,-3759512096.3,hotel,836,7331,6957,5000,1295,2258,contain,2147,6695,179,business,6574,5982,2330,9633008.0,False,not,everybody,1923,8108,color,278885797270.195
21025,Lisk,2852,4681,8703,5739,9627,8477,9637,6398,-33051.452898959,you,6505,3184,4960,1456,6707,6928,instead,9884,2728,3258,mind,5041,337,8115,-2265481.0,True,himself,speak,7309,6408,throw,-8.52656934
81287,BlackCoin,187,5040,9975,8207,4215,1966,5330,1254,-2130765421.25,the,7471,9004,4928,9041,4113,6298,walk,3859,2236,8787,general,66,2266,8584,5116226555660.0,False,artist,natural,1788,6756,this,78722976568135.0
90815,Sirin Labs,776,7751,1528,8931,5682,56,3482,2500,-512862076032084.0,quality,141,5676,5519,9530,1896,8576,pass,7555,432,1278,attack,5313,2307,1580,-1213.8783425648,True,company,always,6384,6791,according,-2317444.0
78234,Bitcoin,7146,9173,9404,7871,1800,3932,7861,6584,-211848997896243.0,by,8872,424,673,736,3653,923,dog,5539,7357,6938,cut,9672,1435,1464,442172.1,False,keep,as,3652,2502,modern,47133803707125.0
60940,Decred,8902,6506,9547,9117,6642,5178,5964,8514,-6.9229572437,debate,926,4693,7510,2929,3399,2066,money,3358,2097,1943,get,2529,6801,3486,-522767.17149352,False,bank,hospital,4110,824,big,56.5532195
52998,Lisk,2382,827,5744,157,5784,7653,7044,9945,-915126317770.1,maintain,6212,9135,9275,153,1352,9703,population,3622,1252,8363,film,8140,1074,3851,7016985120.5829,False,have,I,656,4958,student,51872179128.831
09624,Titcoin,6814,3645,5179,4906,2762,8353,6464,9433,-600300549443067.0,small,358,6442,8061,2681,9527,3367,region,6995,5837,7967,note,7230,1045,8194,-8219236775.95914,True,management,turn,3169,3080,right,-3.3666666241
82119,Burstcoin,8491,9073,3240,6455,1775,735,5048,9688,-12780547849263.0,thank,3367,2872,6317,9525,676,4506,man,5437,4471,7962,suddenly,4166,6066,8507,90063271.6841629,True,lawyer,hotel,2193,207,through,10810.168
48067,Zcash,9765,5099,3885,4607,1330,9482,8104,7706,74007395.2466735,effort,5980,555,923,8511,5155,532,area,64,5928,6116,white,8773,2576,9500,-22.927083,True,push,surface,2666,9366,as,76018664614.99
26322,DigitalNote,2688,6363,8441,6922,4514,5301,9422,6411,-10610158.70993,indicate,8626,3397,9534,5081,2390,3594,drive,8384,4748,8248,respond,467,4467,3805,-456.726775,True,see,feel,9145,3244,late,4777.168034
63733,XEM,8621,1508,8501,3980,3667,9390,8733,6426,614693.3021273,successful,1559,9838,8929,9298,213,7709,bank,1291,3556,9352,reality,6261,6218,9270,-386854275889.94,False,site,writer,2809,5362,lose,7778990697144.5
39664,Auroracoin,580,6122,7840,8697,3056,4649,569,1534,13683640.467777,young,5424,2722,4344,2118,2653,9679,nothing,7449,5062,4518,detail,9176,6247,9520,-5600228332364.0,True,perform,figure,9987,1318,season,71588224242.8
98220,Ethereum Classic,3356,7462,6114,2902,6870,9279,4290,6518,508050259.351618,what,3458,778,5123,3044,3690,4074,prove,7279,4856,6189,behavior,1249,3849,6213,459576.505,False,federal,investment,611,8558,send,-47687559294871.0
64767,Litecoin,2385,5832,5524,5902,9888,9749,502,4784,7029.382864,yourself,2699,6022,1184,9058,1938,350,by,6249,3435,6213,truth,5551,5954,6552,-943281.18,False,total,fire,9381,2576,have,-98272.2945
46448,Coinye,5427,6858,6171,3125,2630,3076,4713,3850,49287475043228.0,shoulder,2204,2995,5731,6410,1987,337,enter,6759,1355,5542,score,2838,5694,3029,-97127473851226.5,False,understand,fight,4168,5252,first,-526841.3753159
23851,Burstcoin,3154,8509,3926,7088,9173,6975,3343,6650,-5764170549127.0,other,8644,8873,5401,6996,4117,8596,between,713,2976,852,interesting,5128,1679,1648,79806715222158.5,False,feel,measure,4651,1120,understand,-448458.71651
94751,Nxt,414,9378,9183,362,3958,7378,666,8190,1576197.5133046,everything,5988,2130,24,6038,1839,1543,despite,7624,9055,685,able,7862,3983,273,5922363323.0,True,each,while,9463,2993,small,345123099.5127
89737,Bytecoin,6543,6141,7700,4632,6224,8469,5548,1527,7.53328156,job,1641,6180,7772,4410,4785,9990,career,993,9266,6023,already,3746,6957,1376,-957739353871.19,False,test,state,3572,5698,sister,-4854.5290272
87404,Titcoin,6071,5547,90,2256,9530,7287,4120,2146,-1424165196931.0,ground,7868,1009,6135,7126,6814,1625,expect,4431,4537,3302,try,4396,1132,5550,-6.53517,True,benefit,understand,6523,8420,use,-4.651802419
71272,Dogecoin,2620,8104,7268,3499,7359,6425,7936,2686,-1288.5,per,8995,7949,6836,2606,1204,1159,allow,7242,8231,6090,at,7826,3810,4350,97429521192441.1,True,deep,edge,5626,9531,movement,-3.28
48622,Gridcoin,2711,5986,3957,5352,7184,9906,8902,8911,-74942323037.2,describe,795,353,6254,5942,7536,1872,pattern,2837,2865,1144,begin,7833,3419,76,-610366.685340125,True,bed,rock,7614,5522,civil,-1962.80787685801
05340,Monero,7896,6981,6911,8863,7368,5079,6916,5661,-71.8562,back,4841,7982,8414,9399,9455,4072,reality,5427,2070,7468,reduce,1342,1344,8420,677.3448,True,your,station,3478,6398,line,57567.801983093
53850,SwiftCoin,6636,1836,9224,7810,6521,805,5011,8914,38647980741.16,relate,8913,8134,2959,3227,9722,2031,product,6253,5837,3661,receive,2994,3032,9477,-430.6549,False,piece,social,488,6139,growth,-824626553673512.0
69413,IOTA,9517,1469,8411,6180,1006,6979,5993,3321,62.217170862,four,8992,5913,5356,4346,6866,7697,crime,1138,3195,2204,focus,2884,7898,7385,-40063.0,False,knowledge,certainly,2097,7793,official,-200761666483.0
45404,Feathercoin,3791,5488,5702,6766,7800,7418,6337,4263,-7013541.2,from,235,2832,2338,3824,238,2893,task,6566,3987,5736,choose,9247,6771,2278,2712.171568,True,course,music,5631,15,wife,-24380099.4474355
60566,Zcash,9437,4586,5659,5266,2434,4052,9893,3755,546.9,less,9794,7678,229,7009,3331,5741,our,6715,1734,4201,deep,6683,6973,1932,20.737421099846,True,research,blue,5250,948,either,85018.493193
06780,Nxt,3631,8988,6872,6029,9527,4492,6087,5826,13602809109.973,participant,8696,6306,2002,5050,8777,5446,assume,1777,8080,7362,whose,1963,1418,5483,-23481899.28592,False,anyone,pretty,6285,3204,tend,-867.5
97446,Ubiq,5602,1357,5723,8397,8976,1318,6263,5707,-8963529.8,hear,9902,7275,8377,487,6657,5329,toward,6152,4109,5525,side,5246,3879,8726,46635523.715,False,business,police,1268,7770,pressure,-174084984794.399
05283,Vertcoin,8402,369,9531,7008,2408,6488,331,5373,-9991877418.3,believe,1498,3874,8804,3572,8711,3276,collection,3691,7704,9737,southern,2251,2079,3050,8135461877531.79,False,section,without,6325,7094,loss,81.8
78201,Dogecoin,8374,1585,2336,3686,166,5124,5724,9776,-3111606375.1,someone,1178,9903,8613,5105,2097,2561,guess,7516,2325,5665,push,5783,5236,9279,538975265.4,False,left,lay,8970,1262,hospital,-1634418046.89486
10989,Litecoin,8669,1006,4662,616,9702,2267,6961,289,-7.7537992503,suffer,285,5197,9763,6200,592,7502,which,4757,1245,590,agent,4338,4759,5406,23518.832898064,True,drop,fund,9409,1667,else,27341638363.234
74421,EOS.IO,4656,5294,7245,7302,6284,6014,5645,3077,7111.7302,late,8656,2770,9353,1156,1238,8642,pretty,9265,9739,1259,authority,2532,5441,9189,-4.920059704709,False,available,teach,7938,8162,hold,17.183363
53040,Ethereum,1927,2976,6022,6738,3450,8524,4422,807,0.34272383165329,life,8071,6848,486,6919,9660,1143,difference,6698,7454,952,past,3847,4427,5334,71727930.159192,True,weight,reveal,1330,2868,answer,4075229.253
